               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 103,            0.023686,            0.012206,          0.00073743,              0.8841,             0.84197,             0.87506,             0.50929,            0.034221,           0.0093496,           0.0016977,            0.003268,            0.003268,            0.003268
                 104,            0.023831,            0.012217,          0.00056533,             0.89721,             0.84459,             0.88284,             0.51903,            0.034345,           0.0093204,           0.0014486,            0.003202,            0.003202,            0.003202
                 105,            0.023179,            0.011872,          0.00038852,             0.87798,             0.83443,             0.88628,             0.51795,            0.033931,           0.0095315,           0.0018504,            0.003136,            0.003136,            0.003136
                 106,            0.022875,            0.011478,          0.00039548,             0.86782,              0.8377,             0.86814,             0.50368,            0.033858,           0.0094341,           0.0018495,             0.00307,             0.00307,             0.00307
                 107,             0.02278,            0.012294,          0.00068629,             0.83276,              0.8499,             0.85752,              0.5001,            0.033817,           0.0094875,            0.001715,            0.003004,            0.003004,            0.003004
                 108,            0.023161,            0.011831,           0.0010916,             0.87672,             0.85222,             0.87653,             0.49496,            0.035549,           0.0094776,           0.0023141,            0.002938,            0.002938,            0.002938
                 109,            0.023376,            0.012898,          0.00064889,             0.85462,             0.85248,             0.87296,             0.48773,            0.035282,           0.0095044,           0.0020736,            0.002872,            0.002872,            0.002872
                 110,            0.022683,            0.012342,          0.00042782,             0.87751,             0.85086,             0.87124,             0.49854,            0.033891,           0.0095484,           0.0020511,            0.002806,            0.002806,            0.002806
                 111,            0.023207,            0.012165,          0.00064283,             0.87508,             0.82144,             0.85992,             0.49921,            0.034403,           0.0097281,           0.0017413,             0.00274,             0.00274,             0.00274
                 112,            0.022596,            0.011717,          0.00056547,             0.87517,             0.85212,             0.88172,             0.51194,            0.034297,           0.0095414,           0.0024765,            0.002674,            0.002674,            0.002674
                 113,            0.022273,            0.011643,          0.00052124,              0.8576,             0.86439,             0.88338,             0.50948,            0.033554,           0.0092745,           0.0015971,            0.002608,            0.002608,            0.002608
                 114,            0.022306,            0.011485,          0.00041403,             0.89236,             0.85225,             0.87338,             0.50946,            0.033412,           0.0095817,           0.0012965,            0.002542,            0.002542,            0.002542
                 115,            0.021851,            0.010987,          0.00047496,             0.88219,             0.84263,             0.85963,             0.50312,            0.033907,           0.0098933,           0.0012246,            0.002476,            0.002476,            0.002476
                 116,            0.022275,             0.01091,          0.00038819,             0.86007,             0.84166,             0.86554,             0.50078,            0.033635,            0.009521,           0.0018475,             0.00241,             0.00241,             0.00241
                 117,            0.021852,            0.011376,          0.00048097,             0.91676,              0.8316,             0.87788,             0.50201,            0.034098,            0.009605,           0.0025548,            0.002344,            0.002344,            0.002344
                 118,            0.021736,            0.012078,          0.00092524,             0.89074,             0.83332,             0.87589,             0.50942,            0.033798,           0.0092322,           0.0021661,            0.002278,            0.002278,            0.002278
                 119,            0.022176,            0.011459,          0.00056948,             0.88498,             0.82462,             0.87636,             0.50783,            0.033509,           0.0095304,           0.0017142,            0.002212,            0.002212,            0.002212
                 120,            0.021677,            0.011346,          0.00047731,             0.86146,             0.85612,              0.8667,             0.51051,            0.033933,           0.0096458,           0.0014303,            0.002146,            0.002146,            0.002146
                 121,            0.021922,            0.011354,          0.00043332,             0.90288,             0.84292,             0.86733,             0.50834,            0.034422,           0.0099089,           0.0015024,             0.00208,             0.00208,             0.00208
                 122,            0.020925,            0.010983,          0.00036978,             0.89019,             0.85409,             0.86935,              0.5049,            0.035161,           0.0097504,           0.0013763,            0.002014,            0.002014,            0.002014
                 123,            0.021623,            0.011335,          0.00037939,             0.86584,             0.86893,             0.87327,             0.50064,            0.033866,           0.0095865,          0.00099134,            0.001948,            0.001948,            0.001948
                 124,            0.021189,            0.011305,          0.00046089,             0.89801,             0.86546,             0.87781,             0.50498,            0.034578,           0.0093242,          0.00096073,            0.001882,            0.001882,            0.001882
                 125,            0.021335,            0.011606,          0.00042715,             0.86791,             0.84617,             0.86854,             0.49651,            0.034581,           0.0095157,          0.00079374,            0.001816,            0.001816,            0.001816
                 126,            0.020648,            0.010852,           0.0004792,              0.8935,             0.88065,             0.88278,             0.50595,            0.034561,           0.0092721,          0.00088398,             0.00175,             0.00175,             0.00175
                 127,            0.021519,            0.011027,          0.00029802,             0.88436,             0.88636,             0.87829,             0.50626,            0.034475,           0.0093942,          0.00092596,            0.001684,            0.001684,            0.001684
                 128,            0.021498,            0.010875,          0.00027537,              0.8962,             0.86646,             0.88941,             0.51045,            0.035303,           0.0094902,            0.001091,            0.001618,            0.001618,            0.001618
                 129,            0.020448,            0.011076,          0.00033755,             0.88472,             0.86956,              0.8643,              0.5014,            0.035201,           0.0096039,            0.001104,            0.001552,            0.001552,            0.001552
                 130,            0.020484,            0.011075,          0.00029483,             0.89307,              0.8695,             0.87033,             0.50649,            0.034782,           0.0093285,          0.00099003,            0.001486,            0.001486,            0.001486
                 131,            0.020742,             0.01069,          0.00027891,              0.9144,             0.85473,             0.88947,             0.51817,            0.034575,           0.0094328,           0.0010414,             0.00142,             0.00142,             0.00142
                 132,            0.019668,            0.010929,          0.00027777,             0.91255,              0.8675,             0.88245,             0.51243,            0.034417,           0.0095213,           0.0014169,            0.001354,            0.001354,            0.001354
                 133,            0.020422,            0.011603,          0.00018117,             0.91641,             0.85476,             0.87998,             0.51221,            0.035107,           0.0096366,           0.0012817,            0.001288,            0.001288,            0.001288
                 134,            0.020538,             0.01093,          0.00034099,             0.90236,             0.87528,             0.88599,             0.51153,            0.034627,            0.009661,           0.0011962,            0.001222,            0.001222,            0.001222
                 135,            0.019571,            0.010635,          0.00023049,             0.88815,             0.86196,             0.87955,             0.50932,            0.034512,           0.0097453,           0.0013333,            0.001156,            0.001156,            0.001156
                 136,            0.020272,            0.011672,          0.00028767,             0.89548,             0.85436,             0.88125,             0.50676,            0.034266,           0.0095253,           0.0011785,             0.00109,             0.00109,             0.00109
                 137,            0.020244,            0.010381,          0.00025659,             0.89228,             0.86927,             0.86893,             0.50535,            0.034712,           0.0097013,           0.0012047,            0.001024,            0.001024,            0.001024
                 138,            0.019471,            0.010473,           0.0002105,             0.91153,             0.86097,             0.87471,             0.51933,            0.034319,           0.0096479,           0.0011821,            0.000958,            0.000958,            0.000958
                 139,            0.019535,            0.010595,          0.00026134,             0.90069,             0.85602,             0.86988,             0.50795,            0.034124,           0.0096737,           0.0012879,            0.000892,            0.000892,            0.000892
                 140,            0.019235,            0.010808,          0.00024192,              0.8943,             0.86476,             0.87049,             0.51141,            0.034038,           0.0095634,           0.0012239,            0.000826,            0.000826,            0.000826
                 141,            0.019813,             0.01124,          0.00044896,              0.8992,             0.87125,             0.87834,              0.5124,            0.033714,            0.009517,           0.0011251,             0.00076,             0.00076,             0.00076
                 142,            0.018914,            0.010901,          0.00035919,             0.87639,             0.87042,             0.87337,             0.51529,            0.033565,           0.0095409,           0.0011652,            0.000694,            0.000694,            0.000694
                 143,             0.01876,            0.010665,          0.00016541,             0.89365,             0.86607,             0.87806,             0.51924,            0.033768,           0.0095626,           0.0011846,            0.000628,            0.000628,            0.000628
                 144,            0.019143,            0.010145,          0.00027474,             0.89535,             0.87032,             0.88153,             0.51743,            0.034007,           0.0096798,           0.0011907,            0.000562,            0.000562,            0.000562
                 145,            0.019238,            0.010353,          0.00019991,             0.90489,             0.86733,              0.8767,             0.52508,            0.033485,           0.0096329,           0.0011445,            0.000496,            0.000496,            0.000496
                 146,            0.019187,            0.010861,          0.00090292,             0.89847,              0.8608,             0.88103,             0.52046,            0.033437,           0.0095176,           0.0010044,             0.00043,             0.00043,             0.00043
                 147,            0.019268,            0.010471,           0.0003847,             0.90858,             0.86474,             0.88387,             0.52127,            0.033583,           0.0095012,          0.00090291,            0.000364,            0.000364,            0.000364
                 148,            0.019554,            0.011142,          0.00029241,              0.9087,             0.86764,             0.88196,             0.52826,            0.033671,           0.0094711,          0.00090947,            0.000298,            0.000298,            0.000298
                 149,            0.018582,            0.010836,          0.00018432,             0.90512,             0.86728,             0.87991,             0.52455,            0.033498,           0.0094505,          0.00096155,            0.000232,            0.000232,            0.000232
