                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    123,                0.78997,                0.53504,                 1.0903,                0.85453,                0.71065,                0.77951,                  0.481,                 1.4246,                0.87652,                 1.6016,             0.00066855,             0.00066855,             0.00066855
                    124,                0.80345,                0.54783,                 1.1086,                0.89439,                0.70537,                0.80159,                0.50282,                 1.3798,                0.80541,                 1.5652,              0.0006603,              0.0006603,              0.0006603
                    125,                0.79125,                0.53008,                 1.0881,                0.85996,                0.73401,                0.80432,                0.49163,                 1.4143,                 0.8249,                 1.5817,             0.00065205,             0.00065205,             0.00065205
                    126,                0.78979,                0.53262,                 1.0925,                0.84198,                0.73131,                0.78549,                0.49096,                 1.3968,                0.85725,                 1.5595,              0.0006438,              0.0006438,              0.0006438
                    127,                0.79966,                 0.5527,                 1.1006,                0.81397,                0.72361,                0.78497,                0.48103,                 1.4202,                0.85463,                 1.5914,             0.00063554,             0.00063554,             0.00063554
                    128,                0.80475,                0.53272,                 1.0984,                 0.8496,                0.68845,                0.78184,                0.48302,                 1.4096,                0.85814,                 1.5881,             0.00062729,             0.00062729,             0.00062729
                    129,                0.77861,                0.53553,                 1.0895,                 0.8481,                0.71104,                0.78732,                0.48953,                 1.4078,                0.84111,                 1.5843,             0.00061904,             0.00061904,             0.00061904
                    130,                0.79334,                0.54723,                 1.1042,                0.87648,                0.73115,                0.80693,                  0.502,                 1.4086,                0.83494,                  1.604,             0.00061079,             0.00061079,             0.00061079
                    131,                0.78834,                0.52768,                 1.0993,                0.86521,                0.71563,                0.78342,                0.48866,                  1.421,                0.82473,                  1.593,             0.00060254,             0.00060254,             0.00060254
                    132,                 0.7754,                0.52607,                 1.0945,                0.82528,                0.73038,                0.79494,                0.48969,                 1.4189,                0.84233,                 1.6023,             0.00059429,             0.00059429,             0.00059429
                    133,                0.76728,                0.51751,                 1.0821,                0.84021,                0.71787,                0.79019,                0.48136,                  1.412,                0.83922,                 1.6082,             0.00058603,             0.00058603,             0.00058603
                    134,                0.76269,                0.51498,                 1.0793,                 0.8771,                0.70513,                0.79561,                0.48889,                  1.408,                0.84564,                 1.5701,             0.00057778,             0.00057778,             0.00057778
                    135,                0.75083,                0.51787,                 1.0761,                0.87032,                0.71974,                0.79527,                0.48994,                 1.4057,                0.82855,                 1.5874,             0.00056953,             0.00056953,             0.00056953
                    136,                0.74285,                0.50341,                 1.0691,                 0.8653,                0.73699,                0.81043,                0.50386,                  1.384,                0.82378,                 1.5446,             0.00056128,             0.00056128,             0.00056128
                    137,                0.75073,                 0.4958,                 1.0741,                0.81738,                0.73204,                0.78731,                0.48907,                 1.4037,                0.81836,                 1.5831,             0.00055303,             0.00055303,             0.00055303
                    138,                0.74923,                0.49767,                 1.0679,                0.85781,                0.73025,                0.79695,                0.49757,                 1.3821,                0.80628,                 1.5704,             0.00054478,             0.00054478,             0.00054478
                    139,                0.73533,                0.49186,                 1.0664,                0.86554,                0.71894,                0.79353,                0.48489,                 1.4061,                0.81761,                 1.5883,             0.00053652,             0.00053652,             0.00053652
                    140,                0.76318,                0.50441,                 1.0708,                  0.823,                0.73727,                0.79122,                0.49571,                 1.4003,                0.81909,                 1.5965,             0.00052827,             0.00052827,             0.00052827
                    141,                0.74306,                0.48724,                 1.0704,                0.87336,                0.69562,                0.78533,                0.48665,                 1.4261,                0.82729,                 1.5991,             0.00052002,             0.00052002,             0.00052002
                    142,                0.73537,                0.49944,                 1.0699,                0.86444,                0.73929,                 0.8051,                0.50968,                 1.3871,                0.79596,                 1.5689,             0.00051177,             0.00051177,             0.00051177
                    143,                0.73556,                0.50271,                 1.0706,                0.85851,                0.71899,                 0.7871,                0.49466,                 1.3746,                0.81225,                 1.5729,             0.00050352,             0.00050352,             0.00050352
                    144,                0.74311,                0.49919,                 1.0721,                 0.8708,                0.72008,                0.78598,                0.49347,                 1.3924,                0.84412,                 1.5827,             0.00049527,             0.00049527,             0.00049527
                    145,                 0.7359,                0.49602,                 1.0723,                0.88834,                0.71896,                0.79674,                0.49694,                 1.3865,                0.83051,                 1.5805,             0.00048701,             0.00048701,             0.00048701
                    146,                0.73052,                0.49127,                  1.065,                0.87899,                0.71556,                0.79529,                0.49839,                 1.3854,                0.83451,                 1.5806,             0.00047876,             0.00047876,             0.00047876
