               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  53,            0.024746,            0.011951,          0.00078873,             0.89855,             0.81929,             0.87587,             0.51865,            0.033534,           0.0098866,          0.00092415,            0.007426,            0.007426,            0.007426
                  54,            0.025256,            0.012303,          0.00079861,             0.85619,             0.75199,              0.8371,             0.49435,            0.034316,            0.009854,           0.0010259,           0.0073765,           0.0073765,           0.0073765
                  55,            0.024932,            0.012382,          0.00084537,             0.84883,             0.76021,              0.8031,              0.4715,            0.035066,            0.010338,           0.0015937,            0.007327,            0.007327,            0.007327
                  56,            0.024822,            0.012086,          0.00070631,             0.86914,             0.75737,             0.83199,             0.49213,            0.035487,            0.010398,            0.001186,           0.0072775,           0.0072775,           0.0072775
                  57,            0.024795,            0.012224,          0.00059995,             0.83396,             0.78533,             0.83362,             0.50562,            0.032996,           0.0098165,          0.00091376,            0.007228,            0.007228,            0.007228
                  58,            0.025192,            0.012174,          0.00078239,             0.85262,             0.81179,             0.86031,             0.50721,            0.033974,            0.009947,           0.0011685,           0.0071785,           0.0071785,           0.0071785
                  59,            0.024604,            0.011853,          0.00065451,             0.83649,             0.81116,             0.84427,             0.50405,            0.034194,            0.010281,           0.0016013,            0.007129,            0.007129,            0.007129
                  60,            0.024231,            0.011902,           0.0010904,             0.81767,             0.77948,             0.84566,             0.50768,            0.033857,           0.0099511,           0.0011529,           0.0070795,           0.0070795,           0.0070795
                  61,             0.02379,            0.012052,          0.00067788,             0.81863,             0.80681,             0.85252,             0.49508,            0.034256,            0.010187,           0.0013421,             0.00703,             0.00703,             0.00703
                  62,            0.023809,            0.011921,          0.00084702,             0.85758,             0.80189,             0.86017,             0.50437,            0.033919,           0.0099299,           0.0010993,           0.0069805,           0.0069805,           0.0069805
                  63,             0.02437,            0.011851,          0.00080197,              0.8696,             0.80499,             0.86816,             0.51323,            0.033264,            0.010001,           0.0016128,            0.006931,            0.006931,            0.006931
