               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 142,            0.020577,            0.010797,          0.00044955,             0.89814,             0.77721,             0.85079,             0.52383,            0.033463,            0.010697,          0.00087308,           0.0030205,           0.0030205,           0.0030205
                 143,            0.020936,            0.010759,          0.00044309,              0.8778,              0.7578,             0.84471,             0.52011,            0.033093,            0.010942,          0.00095919,            0.002971,            0.002971,            0.002971
                 144,            0.020669,             0.01056,           0.0003559,             0.87562,             0.81166,              0.8611,             0.52399,             0.03281,            0.010557,          0.00080418,           0.0029215,           0.0029215,           0.0029215
                 145,            0.020461,            0.010721,          0.00038643,             0.88408,             0.79626,             0.85477,             0.53491,            0.032765,            0.010684,          0.00068667,            0.002872,            0.002872,            0.002872
                 146,              0.0205,            0.010245,          0.00044135,             0.91026,             0.77863,              0.8569,             0.53235,            0.032803,            0.010962,          0.00083355,           0.0028225,           0.0028225,           0.0028225
                 147,            0.020517,            0.010367,          0.00039888,             0.90575,             0.78557,             0.85808,             0.52684,            0.032756,            0.010511,          0.00084866,            0.002773,            0.002773,            0.002773
                 148,            0.020376,            0.010372,          0.00048755,             0.91417,             0.76038,             0.84688,             0.51655,            0.032558,              0.0107,          0.00084372,           0.0027235,           0.0027235,           0.0027235
                 149,            0.020135,            0.010362,          0.00044026,             0.89645,             0.75057,             0.84927,             0.51532,            0.033717,            0.011261,           0.0011511,            0.002674,            0.002674,            0.002674
                 150,            0.020303,            0.010348,          0.00040661,             0.88414,             0.78145,             0.86135,             0.52334,            0.033207,            0.010673,          0.00092086,           0.0026245,           0.0026245,           0.0026245
                 151,            0.020111,           0.0098878,          0.00038527,             0.83354,             0.81073,             0.84966,             0.51686,            0.033409,            0.010997,          0.00091809,            0.002575,            0.002575,            0.002575
                 152,            0.019999,            0.010558,           0.0003564,             0.89859,             0.78217,             0.85266,             0.52043,            0.033203,            0.010931,          0.00082668,           0.0025255,           0.0025255,           0.0025255
                 153,            0.020003,            0.010456,          0.00026182,             0.87494,             0.78702,             0.84981,             0.52026,            0.033018,            0.010994,          0.00083663,            0.002476,            0.002476,            0.002476
                 154,            0.019599,            0.010158,          0.00028408,             0.88693,             0.78217,             0.85247,             0.52626,            0.033118,            0.010829,          0.00087003,           0.0024265,           0.0024265,           0.0024265
                 155,             0.02008,            0.010696,          0.00022408,             0.87695,             0.80073,             0.85695,             0.52711,            0.032829,            0.010775,          0.00087599,            0.002377,            0.002377,            0.002377
                 156,            0.019876,            0.010228,          0.00030359,             0.91453,             0.79432,             0.84635,             0.52791,            0.032347,             0.01077,          0.00077008,           0.0023275,           0.0023275,           0.0023275
